"ï»¿web-scraper-order","web-scraper-start-url","Ulasan","label"
"1700618869-1565","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Sampai di hotel pukul 12.30 dan diijinkan early check in tanpa tambahan biaya. Dapat free entry ke kolam renang harris (sampai jam 4 sore) karna lokasi hotel ini bersebelahan (satu lokasi). Tempat parkir luas. Lokasi hotel di tengah kota. Ada shuttle bus ke Grand City,Tunjungan Plaza dan stasiun Gubeng. Untuk kamar standart lah karna emang budget hotel. Untuk breakfast cukup bervariasi.karna menginap pas momen lebaran jadi menu breakfast menu khas lebaran.","positif"
"1700618869-1566","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Tempatnya bagus suasananya juga enak nyaman dan harga terjangkau, untuk keberaihannya juga baik orangnya ramah selalu menyapa . Dipertahankan agar selalu baik dan menjadi lebih baik lagi. Pemandangan nya juga bagus dilihat dari jendela sangat menyenangkan","positif"
"1700618869-1567","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Saya sudah sering stay di pop Gubeng Surabaya..karena letaknya yang sangat strategis dan yang paling saya acungkan jempol untuk staff nya keren dan cekatan kalo dimintain tolong... Recommended banget deh pop Gubeng Surabaya.","positif"
"1700618869-1568","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Refil makanan n minum telat.  Kamar mandi kran ada yg bocor Air Ac netes Receptionis kurang tanggap, tdk ada bantuan bellboy saat tamu checkout n butuh bantuan Security juga kurang ramah  Mesti lebih ditingkatkan kembali dlm pelayanan, jangan karena murah trus pelayanan jd buruk...","negatif"
"1700618869-1569","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","pop hotel gubeng,mas yulius,dll,makanannya okey tiap ada masukan slalu dipenuhi utk lbh bagus,kamarnya bisa muat ber4+ada gulingnya lhooðŸ˜‰..ada laundry kiloan jgðŸ‘kolam renang gabung dgn hotel haris..","positif"
"1700618869-1570","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Breakfast di pop gubeng jauh lebih baik daripada saudaranya di diponegoro, AC dingin, ranjang empuk dilengkapi sofa wifi lumayan cepat lokasi sangat strategis kondisi pada saat breakfast cukup lengang proses checkin cepat  washtafel agak mampet sehingga tergenang  seperti standard pop pada umumnya, sabun cair sachet dan tidak ada sikat gigi dan pasta gigi selalu mengecewakan saya bila menginap di pop hotel","negatif"
"1700618869-1571","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel bagus., fasilitas dalam kamar bagus., pelayanan nya juga okey., karyawan nya ramah2., tempatnya bersih., menu makanannya kurang banyak., wifi di dalam kamar kadang bagus dan kadang lemot., setiap kali datang ke surabaya menjadikan hotel favorite..","negatif"
"1700618869-1572","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Udah kesekian kalinya nginep disini, still like first time I stayed. Servicenya lebih bagus check in tengah malam dibantu mas ricky, deposit like usually IDR 30k. Kalo boleh saran dibikin bulet aja IDR 50k, room nyaman, TV memuaskan channel banyak dan ukurannya besar. Dulu ga bisa berenang ke harris sebelah kemarin ada promo free access to swimming pool tapi ga bisa berenang karena saya buru buru ke jakarta.  Kebersihan super bravo, maintenance kamar dan gedung luar biasa ðŸ‘ðŸ‘ðŸ‘ perfecto. Feels like home deh Dari skor 10-100, I give 89 from everything. Pasti balik lagi see you again at Surabaya","positif"
"1700618869-1573","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Respon mulai Check In sangan cepat, kamar sesuai harapan, sangan menjaga kebersihan, saat ad gangguan kebocoran AC pihak hotel saat responsif untuk memindahkan ke kamar yg lebih baik, sayang breakfast selalu kekurangan perlengkapan makan karena kurang cepatnya pelayanan & bnyk makanan saat breakfast habis tapi lama untuk refillnya, All bagus","positif"
"1700618869-1574","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Harga bersaing dengan kualitas terbaik, dapat free kolam renang di hotel harris yang masih satu manajemen dengan pop,overall oke,,,hanya saran saja untuk breakfast disediakan meja dan kursi lagi karena banyak tamu yang tidak mendapatkan tempat duduk,","positif"
"1700618869-1575","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel tengah kota yg nyaman harga reasonable special thanks to mr mario....nice place, good staff, mudah akses, wifi perlu improvment biar tmbh jozzz , makanan not bad...... yg paling enak AC nya adeeeemmmm jd enak tidurnya ðŸ˜","positif"
"1700618869-1576","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel pop sangat mengesankan, makanannya enak, staff nya ramah, pelayanannya selalu yang terbaik, laundry cepat pelayanannya dan harga terjangkau, akses transportasi sangat mudah, pokoknya the bestðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘","positif"
"1700618869-1577","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","sungguh puas dengan harga murah tapi pelayanan sama kayak hotel bintang atas. pelayanan sangat ramah dan membantu tamu sekali.  tempat breakfast kalau bisa jangan terpapar sinar matahari. bikin breakfast tidak nyaman","positif"
"1700618869-1578","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Keamanan hotel Bagus, service Dan makanan memuaskan. Staffnya friendly. Tempat parkir yang Aman dan memuaskan. Staffnya ramah-ramah dari bellboy Sampai security. Front officenya cepat tanggap Dan ramah.","positif"
"1700618869-1579","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel minimalis, lengkap & bersih. Kamar kecil namun tidak sempit & sesak. Kebetulan dapat kamar di lantai 15 dgn view malam kota surabaya yg penuh lampu. Makanan biasa saja sesuai harga sarapan 30rb. Free flow kopi & teh. Jam tertentu ada cemilan. Berdampingan dgn kakaknya hotel harris, maka bisa menikmati fasilitas kolam renang yg bersih. Juga cafe resto fine dining. Tersedia alfa express 24 jam bagi yg butuh keperluan sehari-hari. Sangat puas dgn harga ringan di kantong.","positif"
"1700618869-1580","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Untuk lokasi sendiri pop gubeng ini sangat dekat untuk kmana mana kalo di surabaya' apalgi kalo mau ke stasiun gubeng sama grand city deket banget.  Untuk harga karna saya pesan melalui online agent untuk harga nya sangat terjangkau dengan pilihan sarapan ato gak sarapan.  Untuk parkiran sendiri pop gubeng ini gabung sama hotel harris gubeng jadi gak perlu takut gak dapat parkir.  Yang perlu di improved adalah peralatan di kamar mandi nya saja'agar bisa lebih nyaman di pake.  Karyawan karyawan nya juga masih muda muda banget deh disni'jadi berasa muda juga kita liat nya.","positif"
"1700618869-1581","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel ini termasuk salah satu hotel yang memiliki lokasi strategis di surabaya karna deket sama stasiun gubeng dan beberapa mall juga.  Harga nya lumayan murah untuk facilitas yang ok kayak gini.  Reception nya ramah ramah'dan juga cekatan pas kita minta tolong kalo kita butuh bantuan.  Kamar nya cukup bersih dan juga nyaman untuk solo traveler ato pun couple traveler.  Tapi kalo buat rame rame kamar nya terlalu sempit. Tambahan kolam renang juga nilai plus pop gubeng ini'ya setidak nya bisa santai santai di tepi kolam renang.  View dari kamar juga sangat bagus' di saranin buat request kamar lantai tinggi dengan view kota surabaya.  Dan thank u buat mba julia udah sesuaikan pemesanan saya sesui dengan request yang saya minta.","positif"
"1700618869-1582","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamar mandi kurang oke, banyak interiornya / alat2 sudah rusak dan tak di perbaiki [Tempatnya shower, air kloset, ] Saran : berikan pembuat kopi / teh supaya lebih praktis dan sikat gigi juga biar gak binggung saya,","negatif"
"1700618869-1583","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Saya sudah beberapa kali menginap di pop hotel jogja kalo saya lagi berlibur.dan kebetulan saya ad trip ke surabaya kali ini untuk urusan pekerjaan saya. Hotel ini terlihat lebih wah karna lokasi nya yang berdampingan dengan hotel harris gubeng jadi suasana nya gak kayak di pop lain. Harga kamar nya lumayan murah untuk kelas bintang 2 di sby. Dan saya ad telp sehari sebelum saya ke sby mengenai transport dari gubeng menuju hotel' cuman sayang karna kereta saya datang nya malam' jadi gak ad shuttle lagi yang tersedia' mba mba rsv nya juga sangat atraktiv ngejelasin buat shuttle dan noted request kamar saya. Soalnya kalo gak di reconfirm resquest nya suka gak dapet. Kamar nya sama kayak pop lain juga' cuman kualitas sarapan nya aja perlu di tingkatkan lagi.  Dan yang terakhir","negatif"
"1700618869-1584","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Memilih hotel ini sebagai penginapan di surabaya di karenakan lokasinnya yang sangat dekat dengan stasiun gubeng'karna saya harus melanjutkan perjalanan saya ke jogja menggunakan kereta api.  Untuk harga hotel ini sangat terjangkau dengan lokasi hotel yang sangat strategis.  Kamar sangat bersih meskipun kamar mandi nya agak sedikit tidak nyaman untuk saya.   Staff nya sangat friendly yang jaga di receptionis'saya di handle sama mas andi pas check in malam di pop. Dan di tawarkan untuk sarapan ato sahur untuk makan nya.  Yang perlu di tingkatkan mungkin kualitas handuk yang sudah agak sedikit kusam agak bisa di ganti dengan yang lebih baik.  Kalo kesurabaya lagi saya akan menginap di pop gubeng lagi.","positif"
"1700618869-1585","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kemana-mana dekat, bersih, pelayanan baik banget, ramah ramah orangnya. Kalau ke surabaya baiknya nginep di POP Hotel gubeng. Di jamin enggak nyesel  nginep di POP Hotel. Semoga makain OK pelayanan dari POP Hotel Gubeng","positif"
"1700618869-1586","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Utk mbk Vina excellent, kamar ok,karyawan ramah semua,pop gubeng is the best service...kami sekeluarga sangat betah stay di pop hotel gubeng karena tempat strategis.Ditambah lagi tempatnya yang bersih","positif"
"1700618869-1587","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanannya ramah dilayani oleh mbak putri ervinda waktu itu, kamarnya lumayan bersih dan lumayan luas untuk harga hotel segitu, dan pelayannya ramah2 semua, makanannya lumayan beragam dan dapat akses ke kolam renang Harris juga","positif"
"1700618869-1588","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Harga terjangkau, kamar cukup bersih dan nyaman, ada kolam renang walaupun bergabung dengan sang 'kakak' Harris Hotel. Kekurangannya : staff cenderung kurang senyum, cita rasa masakan saat sarapan harus ditingkatkan. Overall its OK :)","positif"
"1700618869-1589","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hallo pop hotel gubeng surabaya... Saya senang sekali dengan pelayanan nya yang sangat-sangat ramah sekali. Receptionis yang murah senyum, murah senyum, ganteng dan cantik. Dan saya mengucapkan terima kasih banyak juga untuk receptionis yang bernama ( dewi ) yang sudah menolong saya untuk mengirimkan sepatu saya yang tertinggal di kamar hotelðŸ˜. TERIMA KASIH BANYAK POP! HOTEL GUBENG SURABAYA...... Ayo siapa yang mau liburan ke surabaya.. Rugi lo kalo gak bermalam di POP! HOTEL GUBENG SURABAYA.....","positif"
"1700618869-1590","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel dengan pelayanan Luar Biasa, resepsionis ramah, proses check in cepat, semua staff sangat membantu, murah senyum. suasana hotel sangat nyaman, pelayanan yang ramah, hotel bintang 2 fasilitas bintang 4. sangat senang bisa menikmati kolam renang di HARRIS Hotel. Ga pernah menyesal deh bisa stay di POP Gubeng. Pokoknya ke Surabaya ga pake pusing, staynya di POP Gubeng aja.. :)","positif"
"1700618869-1591","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","View bgs bgt, bersih dan nyaman dgn hrga terjangkau Tp saat saya menginap tiba2 fire alarm bunyi dan kita panik tanpa bisa konfirm ke resepsionis dr lt.10 krn telepon di kamar tdk dilengkapi info call","positif"
"1700618869-1592","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Di information tv disebutkan kopi dan teh gratis tapi teh nya tidak ada serta tidak disediakan creamer. Dan bagi penderita diabetes seperti ayah saya menurut saya sangat kasihan sekali karena di hotel ini tidak menyediakan gula diet sama sekali (walaupun saya pesan di warung pop/room service). Mohon hal ini perbaiki, karena hal ini sangat sederhana dan sangat penting bagi kesehatan orang yang menderita diabetes.","negatif"
"1700618869-1593","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","oke,, sangat bagus,, dan sangat memuaskan  ,, ruangan bagus,, karyawan nya sopan2 ini enak bngt seperti hotel2 premium lah ya,, semoga nnti klo nginep situ lagi karyawan nya masih sopan2 ya,, ga kyk hotel2 sebelah sebelah nya situ,,","positif"
"1700618869-1594","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamar saya sempat tidak terkunci kembali setelah dibersihkan oleh room service. Ini saya dapatkan setelah sekembalinya perjalanan saya di Surabaya dari pagi dan sore hari pintu kamar saya dalam keadaan tidak tertutup sempurna.","negatif"
"1700618869-1595","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","( + ) ada free access ke kolam renangnya Harris, nyaman di kantong, meski kamar kecil tapi bersih dan nyaman, staf ramah, lokasi strategis, fasilitas sesuai harga ( - ) air panasnya berbau kaporit, di kamar 1256 kunci gandanya rusak  Next kalo mau ke Surabaya masih masuk pilihan hotel yang diperhitungkan.","positif"
"1700618869-1596","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Termasuk hotel budget yg cukup bagus yg sesuai dgn apa yg kita bayarkan. Hotelnya cukup bersih, rapi. Lobby & cafe nya yg cukup lega. Ada kios kecil di lobbynya. Bersebelahan dgn Harris hotel, jadi parkirnya sering penuh. Receptionnya cukup ramah","positif"
"1700618869-1597","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Sudah sering sekali saya menginap di POP Gubeng surabaya. Selain fasilitas yang lumayan lengkap, harga juga murah.  Selain itu para staff juga ramah. Saat sarapan saya sering di layani yulius, karena mmg saya selalu pagi saat sarapan. Terimakasih para staff POP Gubeng","positif"
"1700618869-1598","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Saya baru sekali di POP Gubeng surabaya.. hotelnya nyaman dan fasilitas banyak.. untuk makan pagi saya di layani baik dengan mas yulius.. untuk rate harga juga lebih murah di banding POP jakarta.. saya puas","Positif"
"1700618869-1599","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel Nyaman, Lokasi strategis dan harga sangat terjangkau. sangat gampang dan mudah untuk mengakses hotel ini. pelayanan ramah serta ruangan kamar nyaman dan cukup untuk bersantai dengan keluarga. pokoknya saya merekomendasikan hotel ini.","Positif"
"1700618869-1600","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Waktu ke Surabaya beberapa waktu yang lalu saya dan keluarga menginap di Hotel Pop Gubeng. Pertama saya disambut resepsionis namanya Dewi, orang nya ramah sekali. Saat itu Ac di kamar saya bocor, dan teknisi langsung menangani masalah tersebut.  Pagi hari nya pas sarapan saya dan keluarga disambut mas Yulius dengan semangat, selain itu pelayanannya sangat memuaskan. Saat piring kami sudah habis mas Yulius langsung mengambilnya dan membersihkan meja kami sehingga bisa enak untuk ngobrol santai.  Overall saya puas di hotel pop gubeng","Positif"
"1700618869-1601","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Judul : Free kolam renang dan kasur nyaman. !  Review : Sudah beberapa kali meningap di POP Hotel Gubeng Surabaya dan selalu puas.  Akses kolam renang nya terhubung di hotel Harris, dan free untuk 2 orang saja. Kalau mau pinjam handuk harus bayar 10 ribu, ya tapi oke lah.  Kamar nya kecil, kamar mandi kecil tapi kasurnya nyaman BANGET dan chennel TV nya lengkap !  Pas breakfast di layani dengan baik sama mas yulius. Makanannya lumayan enak untuk ukuran harga hotel yang miring.","Positif"
"1700618869-1602","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Staff : ramah, tanggap Kamar :  â— kecil mungil tapi rapi dan nyaman, warna cheerful cocok buat foto2 ðŸ˜† â— Tidak ada termos listrik untuk masak air panas,biasanya penting bagi yg bawa balita atau bapak2 yang suka ngopi. Air panas bisa diambil di bawah ada dispenser. â— tidak disediakan shower cap  View room : kolam renang, gedung2 kota suroboyo   Breakfast : gak tau krn beli kamar tanpa breakfast. Soalnya deket hotel pop banyak makanan enak.   Lokasi hotel : strategis tengah kota, deket dengan mall cuma 10 menit naek mobil (Delta, Grand City, Tunjungan Plaza)   Kalo mau renang boleh ikut kolam hotel Harris, sebelumnya minta kupon di resepsionis.","positif"
"1700618869-1603","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Lokasi strategis dan nyaman serta staff friendly dan helpfully Dapat free access pool di harris Dan tersedia convention store 24 jam... Saya sangat recommend untuk menginap di pop Gubeng dengan semua fasilitas dan keramahan yang diberikan","positif"
"1700618869-1604","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Udah sering kesini sama abang si emang, dan ga pernah mengecewakan.  Kamar bersih lengkap ðŸ˜Š Tv kabel lengkap ðŸ˜Š Wifi nyaman ðŸ˜Š Kolam renangnya asik ðŸ˜Š Sarapan seru ðŸ˜Š  And big thanks to kak yulius yang kalo ga ada dia, dining room ga bakal senyaman ini.","positif"
"1700618869-1605","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan yang memuaskan, tidak terlalu sering ""kepo"" jika keatas tidak bawa kunci. Mini market di dalam dan penyediaan roti sangat baik. Kualitas kasur yang baik, channel tv yang beragam. Wifi kencang","positif"
"1700618869-1606","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kualitas bagus, memadai, memiliki alfamart 24jam. Internet kenceng.  lokasi mudah dijangkau.  Pelayanan bagus.  Mas yulius terimakasih atas bantuannya.  Sangat membantu, untuk jujukan dari rs Siloam, karena ayah saya yg sakit.  Terimakasih pop","positif"
"1700618869-1607","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Sangat nyaman dan tenang. Lokasi strategis. Pemandangan di jendela juga bagus. Cocok untuk yang baru datang ke Surabaya. Terutama untuk yang datang melalui jalur kereta karena lokasi hotel dekat dengan Stasiun Gubeng.","positif"
"1700618869-1608","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Cukup berwarna dengan penataan dekorasi yang bagus dan menarik. Kunjungan pertama saya yang cukup berkesan. Saya rasa ini memang benar-benar khusus backpacker. Harus siapin makanan/cemilan yang banyak bagi yang malas kemana-mana karena jika pas kelaparan, di sekeliling hotel ga punya banyak pilihan... So far, nice...","positif"
"1700618869-1609","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel budget, sarapan kurang variatif dan cita rasa kurang, wifi cepat, bersebelahan dengan hotel haris gubeng, hotel dekat dengan Stasiun Gubeng dan berada di poros jalan yang cukup ramai sehingga transportasi juga mudah diakses","positif"
"1700618869-1610","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Overall cukup enjoy untuk stay .. hanya saja sedikit kecewa waktu breakfast.. ada menu yg sudah habis tapi belum diisi.. lama refill makanannya.. Untuk design kamarnya unik.. kamar mandi nya juga unik..","negatif"
"1700618869-1611","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Tidak mendapatkan sikat gigi, pasta gigi dan sendal, itu adalah fatal menurut saya, krn walaupun bukan hal besar, tp itu adalah fasilitas standar urgent bahkan di hotel kecil pinggir kota, seharusnya pop lebih memperhatikan itu, sikat gigi dan sendal adalah kebutuhan pokok tamu krn tamu dengan mobilitas tinggi tidak sempat membawa2 seperti itu","negatif"
"1700618869-1612","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel murah, nyaman dan bersih. Booking hotel udah dari beberapa bulan sebelumnya dan booking untuk keluarga. Kebetulan ketemu harga yang pas. Ini pertama kalinya nginep di Pop Hotel Gubeng, dan ternyata pas nyampe seneng banget mas-mas dan mba-mbanya ramah, senyum terus gak pernah engga (karna senyum adalah nilai + bagi saya), ayah dan ibu saya sampe betah di hotel dan berniat untuk nginep di sini lagi kalo dateng ke Surabaya!","positif"
"1700618869-1613","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel nyaman dan murah. Fasilitas ok. Ruang bersih. Breakfast nikmat. Parkir an tertata rapi dan ok. Tata ruang dan banyak promo - promo. Karyawan yang ramah. Kolam renang sangat bersih. Fasilitas gym yang lengkap.","positif"
"1700618869-1614","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel bintang 2 dengan pelayanan, fasilitas dan kenyamanannya yang sangat baik. Stafnya sangat menolong dan ramah, fasilitas bisa ikut berenang di hotel Harris ada minimarket 24 jam, tempat tidur nyaman untuk istirahat ada extra sofa bed dan tv dikamarnya besar. Lokasi nya juga dekat kemana-mana. Kami dapat kamar di lt 11 view nya kota Surabaya","positif"
"1700618869-1615","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hampir seminggu menginap di Pop Gubeng surabaya, karena dekat sekali dengan rumah org tua sy, layaknya hotel"" yg dikelolah Tauzia, hotel ini memiliki pelayanan yg berbeda dengan lainnya, staff yg friendly dan warm welcome, kamar kecil tp wajar krn hotel budget pada umumnya hanya utk makan dan tidur saja, tp sy boleh sampaikan tempat tidur yg ditawarkan cukuplah nyaman disertai dgn guling yg nyaman pula utk beristirahat, seminggu di Pop tak ketinggalan pula sy coba bbrp varian makanan room service & breakfastnya, tp jujur utk breakfast sy rasa perlu ditingkatkan sedikit lagi mengingat harga Pop yg satu ini yg paling mahal diantara 2 Pop lain yg ada di Surabaya, mulai dr kualitas Semangka yg mereka tawarkan saat breakfast sy rasa kurang layak utk dihidangkan di hotel, tambahan","positif"
"1700618869-1616","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan, harga dan lokasi bagus banget. Tempatnya instagrammable tapi sayang sarapannya kurang variatif dan rasanya juga kurang. Recommended banget buat nginep dengan budget super murah! Thankyouuuu","positif"
"1700618869-1617","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Masuk ke Pop! Gubeng suasana langsung terasa kereeeen! Eye catching banget! Begitu tiba di meja resepsionis, saya langsung disambut oleh Pop! Champ (pegawai) yang super ramah. Saya diberi penjelasan a to z tentang fasilitas hotel. And so surprise, meski ini hotel bintang 2, tapi bisa dapet fasilitas bintang 4 (Harris) yang ada di sebelahnya persis. Salah satunya kolam renang.   Kami dapat kamar 1151. Secara tampilan kamarnya ga jauh beda sama Pop! Lainnya. Nuansa green n grey yang bikin modern. Kamar mandi simple, tapi pas sesuai kebutuhan. Kasur saya dapat ukuran besar, bisa buat bertiga.  Boleh diulang kalo ke Surabaya lagi. Great!!!","positif"
"1700618869-1618","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Budget hotel yg sesungguhnya, sepadan dengan harga yg ditawarkan, menu sarapan kurang variatif, sebelum jam 09.00 menu sdh habis2an, usul disediakan water dispenser di tiap lantai, jd kalo mau buat minuman panas tdk perlu turun ke area resto","positif"
